title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Service history
FORD FIESTA,3850,70000,2016,3,Petrol,Hatchback,1.3L,Manual,3,5,Euro 6,
VAUXHALL ADAM,4495,50000,2014,,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,
MAZDA MAZDA2,1595,84000,2008,3,Petrol,Hatchback,1.3L,Manual,3,5,Euro 4,
FORD FOCUS,1795,111741,2010,,Petrol,Hatchback,1.8L,Manual,5,5,Euro 4,
AUDI A5 DIESEL COUPE,16555,68603,2017,1,Diesel,Coupe,2.0L,Automatic,2,4,Euro 6,Full
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
PEUGEOT 207,2190,50668,2008,4,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
LAND ROVER FREELANDER 2,1995,85207,2011,1,Diesel,SUV,2.2L,Manual,5,5,Euro 5,
VAUXHALL CORSA,1995,92741,2009,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
VAUXHALL ADAM,3495,114741,2013,,Petrol,Hatchback,1.4L,Manual,3,4,Euro 5,
SKODA FABIA,3750,115000,2012,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
PEUGEOT 2008,3495,94741,2015,,Diesel,SUV,1.4L,Manual,5,5,Euro 5,
FORD KA,1995,100741,2011,,Petrol,Hatchback,1.2L,Manual,3,4,Euro 4,
BMW 3 SERIES,1950,173006,2005,6,Diesel,Coupe,2.0L,Manual,2,5,Euro 4,
FIAT 500,4250,78033,2015,1,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
RENAULT TWINGO,1495,118741,2010,,Petrol,Hatchback,1.2L,Manual,3,4,Euro 4,
VAUXHALL VECTRA,2795,57827,2007,2,Petrol,Hatchback,2.0L,Manual,5,5,Euro 4,
FORD FUSION,1795,87742,2007,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
VAUXHALL CORSA,4500,75474,2014,1,Diesel,Hatchback,1.3L,Manual,3,5,Euro 5,
RENAULT CLIO,1145,134000,2002,,Diesel,Hatchback,1.5L,Manual,3,5,Euro 3,
VAUXHALL CORSA,3700,60000,2011,3,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
FORD FIESTA,4995,87650,2013,6,Petrol,Hatchback,1.0L,Manual,3,5,Euro 5,
VAUXHALL CORSA,2750,65300,2011,4,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
SKODA RAPID,4750,71569,2014,1,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
VAUXHALL ASTRA,5000,97300,2017,3,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,Full
MERCEDES-BENZ C CLASS,2495,135000,2007,,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
HONDA CR-V,1895,154000,2008,3,Diesel,SUV,2.2L,Manual,5,5,Euro 4,
KIA CEED,6195,99094,2018,1,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
PEUGEOT 207,2199,79500,2009,4,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,
VOLKSWAGEN SCIROCCO,3690,179000,2012,2,Diesel,Hatchback,2.0L,Manual,3,4,Euro 5,
FORD FOCUS,4000,98159,2013,1,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
SEAT LEON,4700,128386,2015,1,Diesel,Hatchback,1.6L,Manual,3,5,Euro 5,
KIA SPORTAGE,3990,124568,2010,,Petrol,SUV,1.6L,Manual,5,5,Euro 5,
AUDI A3,5990,65000,2009,,Petrol,Hatchback,2.0L,Manual,3,5,Euro 4,Full
FIAT 500,4250,78033,2015,1,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
PEUGEOT 208,3250,106500,2013,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
LAND ROVER FREELANDER 2,5290,92148,2010,2,Diesel,SUV,2.2L,Automatic,5,5,Euro 4,
FORD FIESTA,1645,94000,2005,,Petrol,Hatchback,1.3L,Manual,5,5,Euro 4,
NISSAN QASHQAI HATCHBACK SPECIAL EDITIONS,6929,79814,2013,2,Petrol,SUV,1.6L,Manual,5,5,Euro 5,
AUDI A4 CABRIOLET,3750,88000,2008,3,Petrol,Convertible,1.8L,Manual,2,4,Euro 4,
VOLKSWAGEN POLO,4000,88000,2014,3,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
RENAULT SCENIC,2490,72000,2010,2,Petrol,MPV,1.6L,Manual,5,5,Euro 5,
NISSAN JUKE,4000,107000,2013,3,Diesel,SUV,1.5L,Manual,5,5,Euro 5,
VAUXHALL INSIGNIA GRAND SPORT,11995,57952,2019,1,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,
RENAULT CLIO,6495,74434,2017,2,Petrol,Hatchback,1.1L,Manual,5,5,Euro 6,
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
FORD FOCUS,2275,100969,2009,5,Diesel,Hatchback,2.0L,Manual,5,5,Euro 4,
VOLKSWAGEN GOLF PLUS,2499,135785,2010,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
HONDA CIVIC,2690,123000,2011,3,Diesel,Hatchback,2.2L,Manual,5,5,Euro 4,
BMW 3 SERIES,3495,136000,2011,2,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,
MITSUBISHI ASX,6490,76589,2014,3,Diesel,SUV,1.8L,Manual,5,5,Euro 5,Full
BMW 1 SERIES,3590,100116,2010,,Diesel,Coupe,2.0L,Manual,2,4,Euro 5,
PEUGEOT 107,2190,56000,2010,3,Petrol,Hatchback,1.0L,Manual,3,4,Euro 4,
VAUXHALL INSIGNIA,6500,77009,2017,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
PROTON SAVVY,1695,57170,2011,1,Petrol,Hatchback,1.2L,Manual,5,4,Euro 4,
FIAT 500,4250,78033,2015,1,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
VOLKSWAGEN POLO,16049,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
BMW 1 SERIES,6495,80000,2012,2,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,
VOLKSWAGEN SHARAN,5999,116443,2011,2,Petrol,MPV,1.4L,Manual,5,7,Euro 5,
SKODA YETI,7990,112000,2015,2,Diesel,SUV,2.0L,Manual,5,5,Euro 5,
FORD FIESTA,2300,91000,2009,3,Petrol,Hatchback,1.3L,Manual,5,5,Euro 4,
TOYOTA URBANCRUISER,2990,103099,2010,3,Petrol,SUV,1.3L,Manual,5,5,Euro 4,Full
SKODA FABIA DIESEL ESTATE,3990,79547,2014,2,Diesel,Estate,1.6L,Manual,5,5,Euro 5,
VOLKSWAGEN POLO,6995,37000,2011,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
BMW 3 SERIES,3990,97000,2011,4,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,
AUDI A4,1495,73091,2001,3,Petrol,Saloon,2.0L,Manual,4,5,Euro 4,
FORD FOCUS,5995,82156,2008,,Petrol,Hatchback,2.5L,Manual,5,5,Euro 4,
FIAT 500,4250,78033,2015,1,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,
VOLKSWAGEN POLO,15970,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
VOLKSWAGEN POLO,15970,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
MERCEDES-BENZ C CLASS,1999,114299,2007,2,Diesel,Saloon,2.1L,Automatic,4,5,Euro 4,
VAUXHALL ASTRA,1785,110000,2008,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
VOLVO V40,8795,58000,2015,1,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
KIA VENGA,2900,69000,2010,,Petrol,MPV,1.4L,Manual,5,5,Euro 5,
PEUGEOT 208,12802,42349,2021,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
CITROEN DS3 CABRIO,5495,49000,2013,2,Petrol,Convertible,1.6L,Manual,2,5,Euro 5,
VAUXHALL ASTRA,3195,82000,2012,6,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,
FORD FIESTA,7130,52200,2018,3,Petrol,Hatchback,1.1L,Manual,3,5,Euro 6,
MAZDA MAZDA3,4800,96723,2007,4,Petrol,Hatchback,2.3L,Manual,5,5,Euro 4,
FORD FIESTA,2995,89999,2011,,Petrol,Hatchback,1.3L,Manual,3,5,Euro 5,
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
AUDI A3 CABRIOLET,2495,140741,2008,,Diesel,Convertible,2.0L,Manual,2,4,Euro 4,
VAUXHALL CORSA,5495,22286,2011,,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,
MAZDA MAZDA3,6550,82000,2014,,Diesel,Saloon,2.2L,Manual,4,5,Euro 6,Full
VAUXHALL INSIGNIA,7895,114883,2017,1,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
FORD FIESTA,6850,94600,2015,2,Petrol,Hatchback,1.0L,Automatic,5,5,Euro 6,
FORD FOCUS,6790,76466,2015,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,Full
CITROEN C1,4800,63000,2011,,Petrol,Hatchback,1.0L,Automatic,5,4,Euro 5,
FORD KA,1950,62700,2012,3,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,
FORD GRAND C-MAX,7990,50000,2014,,Diesel,MPV,1.6L,Manual,5,7,Euro 5,Full
SKODA OCTAVIA,6995,87000,2010,,Diesel,Estate,2.0L,Manual,5,5,Euro 4,
RENAULT CLIO,6495,74434,2017,2,Petrol,Hatchback,1.1L,Manual,5,5,Euro 6,
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
VOLKSWAGEN POLO,6995,57978,2013,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
MERCEDES-BENZ C CLASS,6495,122000,2015,5,Diesel,Coupe,2.1L,Automatic,2,4,Euro 5,
AUDI A1,7050,98700,2015,1,Diesel,Hatchback,1.6L,Automatic,5,5,Euro 6,
TOYOTA YARIS,5695,69036,2012,3,Petrol,Hatchback,1.3L,Manual,5,5,Euro 5,
SKODA SUPERB,5990,118000,2015,2,Diesel,Estate,1.6L,Manual,5,5,Euro 5,Full
VOLKSWAGEN SCIROCCO,6290,69000,2008,,Petrol,Hatchback,2.0L,Automatic,3,4,Euro 4,Full
FIAT 500L,7750,28500,2015,3,Diesel,MPV,1.3L,Manual,5,5,Euro 6,Full
AUDI TT,6495,96000,2013,,Diesel,Coupe,2.0L,Automatic,3,4,Euro 5,
NISSAN QASHQAI,2995,162753,2012,2,Diesel,SUV,1.5L,Manual,5,5,Euro 5,Full
BMW 2 SERIES,17599,26607,2019,,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
VOLKSWAGEN BEETLE,10995,31700,2013,1,Petrol,Hatchback,1.2L,Automatic,3,4,Euro 5,
VAUXHALL CORSA,4300,34000,2018,3,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,
VOLKSWAGEN GOLF,5195,86069,2011,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,Full
FORD B-MAX,4950,61000,2013,2,Petrol,MPV,1.0L,Manual,5,5,Euro 5,
BMW 3 SERIES,4295,116275,2008,,Diesel,Convertible,3.0L,Automatic,2,4,Euro 4,
VAUXHALL CORSA,4595,101971,2015,1,Diesel,Hatchback,1.3L,Manual,5,5,Euro 6,
VAUXHALL INSIGNIA,3999,93379,2013,3,Petrol,Hatchback,1.8L,Manual,5,5,Euro 5,
FORD FIESTA,2490,119785,2009,3,Diesel,Hatchback,1.4L,Manual,5,5,Euro 4,
INFINITI Q30,11295,35340,2017,,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
SEAT IBIZA,1495,120741,2008,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
NISSAN JUKE,11000,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,Full
VOLKSWAGEN BEETLE,3575,95000,2005,,Petrol,Convertible,2.0L,Automatic,2,4,Euro 4,
FORD KA,3990,65323,2015,,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,
MARCOS MARTINA,11495,19000,1981,5,Petrol,Convertible,2.0L,Manual,,2,,
FIAT 500,3990,69218,2011,4,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,Full
VAUXHALL CORSA,3600,74000,2012,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
BMW 3 SERIES,9100,101131,2015,,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,
NISSAN JUKE,4995,89999,2013,,Diesel,SUV,1.5L,Manual,5,5,Euro 5,
KIA CEED,5425,82000,2013,,Diesel,Estate,1.6L,Manual,5,5,Euro 5,
RENAULT CLIO,4495,96967,2014,3,Petrol,Hatchback,1.1L,Manual,5,5,Euro 5,
FORD FIESTA,2995,89999,2011,,Petrol,Hatchback,1.3L,Manual,3,5,Euro 5,
NISSAN JUKE,11000,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,Full
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
FORD KA,2290,59030,2011,3,Petrol,Hatchback,1.2L,Manual,3,4,Euro 4,
FORD KUGA,5790,128000,2014,,Diesel,SUV,2.0L,Manual,5,5,Euro 5,Full
MERCEDES-BENZ S CLASS,1995,189988,2005,,Diesel,Saloon,3.2L,Automatic,4,5,Euro 3,
NISSAN X-TRAIL,6850,152584,2016,,Diesel,SUV,1.6L,Manual,5,5,Euro 6,
HYUNDAI KONA,13450,19539,2019,,Petrol,SUV,1.0L,Manual,5,5,Euro 6,
NISSAN QASHQAI,6000,87018,2014,3,Diesel,SUV,1.5L,Manual,5,5,Euro 5,
FORD MONDEO,7990,78000,2017,2,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,Full
NISSAN JUKE,5100,76000,2015,2,Petrol,SUV,1.2L,Manual,5,5,Euro 5,
SEAT IBIZA,6250,80000,2015,3,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,Full
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
VOLKSWAGEN POLO,15970,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
SEAT IBIZA,6250,80000,2015,3,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,Full
BMW 3 SERIES,3990,97000,2011,4,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,
MERCEDES-BENZ E CLASS,8995,73000,2014,1,Diesel,Saloon,2.1L,Automatic,4,5,Euro 5,Full
SUZUKI SWIFT HATCHBACK,5450,64156,2015,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
TOYOTA AYGO,1995,57213,2011,2,Petrol,Hatchback,1.0L,Manual,5,4,Euro 5,
VAUXHALL INSIGNIA,2750,117221,2013,3,Diesel,Estate,2.0L,Automatic,5,5,Euro 5,
NISSAN JUKE,4500,67000,2010,3,Petrol,SUV,1.6L,Manual,5,5,Euro 5,
BMW 3 SERIES,6995,84000,2008,,Petrol,Coupe,3.0L,Automatic,2,4,Euro 4,
MINI HATCH,3995,59000,2010,,Petrol,Hatchback,1.6L,Manual,3,4,Euro 5,
BMW 2 SERIES,17599,26607,2019,,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
FORD FIESTA,10795,52188,2019,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
AUDI A3,13500,44000,2016,1,Diesel,Saloon,2.0L,Manual,4,5,Euro 6,
BMW X5,6490,115258,2009,,Diesel,SUV,3.0L,Automatic,5,5,Euro 4,Full
VAUXHALL CORSA,5690,53407,2014,4,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,
HYUNDAI I10,1995,108741,2011,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
BMW 3 SERIES,10995,82609,2015,2,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,
PEUGEOT 207 CC,2490,70679,2010,3,Petrol,Convertible,1.6L,Manual,2,4,Euro 5,
NISSAN QASHQAI,5999,91474,2013,2,Petrol,SUV,1.6L,Manual,5,5,Euro 5,
NISSAN X-TRAIL,6850,152584,2016,,Diesel,SUV,1.6L,Manual,5,5,Euro 6,
HYUNDAI I20,1850,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
BMW 2 SERIES,17599,26607,2019,,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,
VAUXHALL CORSA,3500,44360,2010,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,Full
PEUGEOT 308,3500,97900,2009,4,Diesel,Estate,2.0L,Manual,5,5,Euro 4,Full
NISSAN QASHQAI,7250,66000,2013,,Diesel,SUV,1.5L,Manual,5,5,Euro 5,
MERCEDES-BENZ A CLASS,1995,97741,2011,,Petrol,Hatchback,1.5L,Manual,5,5,Euro 5,
VAUXHALL CORSA HATCHBACK,4995,102412,2016,1,Petrol,Hatchback,1.2L,Manual,3,5,Euro 6,
CITROEN DS3,5000,47400,2013,3,Petrol,Hatchback,1.6L,Manual,3,5,Euro 5,
VAUXHALL VIVA HATCHBACK,5495,68084,2015,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
VAUXHALL CORSA,5000,75300,2016,2,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,
MERCEDES-BENZ C CLASS,2495,135000,2007,,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,
BMW 2 SERIES,17599,26607,2019,,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
PEUGEOT 108,5475,49812,2014,1,Petrol,Hatchback,1.0L,Manual,5,4,Euro 5,
LAND ROVER FREELANDER 2,3750,121000,2009,2,Diesel,SUV,2.2L,Manual,5,5,Euro 4,
FORD FIESTA,6250,41440,2014,2,Petrol,Hatchback,1.3L,Manual,5,5,Euro 5,
BMW 7 SERIES,4000,83000,2006,,Petrol,Saloon,4.8L,Automatic,4,5,Euro 4,Full
MASERATI GRANTURISMO,16000,66000,2008,,Petrol,Coupe,4.2L,Automatic,2,4,Euro 4,Full
VAUXHALL CORSA,6495,41046,2016,2,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,
VAUXHALL ASTRA,3375,86327,2011,3,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,
FIAT 500L,7750,28500,2015,3,Diesel,MPV,1.3L,Manual,5,5,Euro 6,Full
PEUGEOT 308,4000,26994,2008,,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 4,
HYUNDAI I20,1850,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
CITROEN C3,7999,56425,2017,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
PEUGEOT 108,5950,49430,2014,3,Petrol,Hatchback,1.2L,Manual,5,4,Euro 5,
FORD KUGA,6990,94000,2015,,Diesel,SUV,2.0L,Manual,5,5,Euro 6,Full
VAUXHALL ASTRA,5500,45000,2013,3,Petrol,Estate,1.6L,Manual,5,5,Euro 5,
NISSAN NOTE,4490,86000,2014,4,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
AUDI A5 CABRIOLET,6250,87000,2011,3,Diesel,Convertible,2.0L,Manual,2,4,Euro 5,
LAND ROVER FREELANDER 2,7295,102465,2012,1,Diesel,SUV,2.2L,Automatic,5,5,Euro 5,Full
NISSAN JUKE,4995,89999,2013,,Diesel,SUV,1.5L,Manual,5,5,Euro 5,
FORD KUGA,5600,49000,2009,,Diesel,SUV,2.0L,Manual,5,5,Euro 4,
FORD FIESTA,5995,71582,2015,,Petrol,Hatchback,1.0L,Manual,3,5,Euro 6,
MERCEDES-BENZ C CLASS,2495,135000,2007,,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
SEAT TARRACO,17500,36774,2020,1,Diesel,SUV,2.0L,Manual,5,7,Euro 6,Full
VAUXHALL COMBO,4250,35616,2010,1,Diesel,Combi Van,1.3L,Manual,3,,Euro 4,
PEUGEOT 308,8125,114288,2018,1,Diesel,Hatchback,1.5L,Automatic,5,5,Euro 6,
VAUXHALL AGILA,1995,46908,2007,2,Petrol,MPV,1.2L,Manual,5,5,Euro 4,Full
AUDI A3 CABRIOLET,8990,67000,2014,,Petrol,Convertible,1.4L,Manual,2,4,Euro 6,
FORD KUGA,5495,105000,2014,,Diesel,SUV,2.0L,Manual,5,5,Euro 5,Full
FORD FOCUS,5975,94777,2015,,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
VAUXHALL CORSA,9350,92330,2020,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
AUDI A1,10990,48000,2015,3,Diesel,Hatchback,1.6L,Automatic,3,5,Euro 6,
RENAULT GRAND SCENIC,4000,73000,2011,2,Diesel,MPV,1.5L,Automatic,5,7,Euro 5,Full
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
AUDI A5 DIESEL COUPE,16555,68603,2017,1,Diesel,Coupe,2.0L,Automatic,2,4,Euro 6,Full
BMW 1 SERIES,7495,58601,2013,2,Diesel,Hatchback,2.0L,Manual,3,5,Euro 5,
VOLKSWAGEN BEETLE,1450,90100,2002,5,Petrol,Hatchback,2.0L,Manual,3,4,Euro 4,Full
FORD FOCUS,4995,71500,2012,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 5,
PEUGEOT 208,3495,87741,2013,,Diesel,Hatchback,1.4L,Manual,5,5,Euro 5,
FORD FIESTA,6850,94600,2015,2,Petrol,Hatchback,1.0L,Automatic,5,5,Euro 6,
SKODA ROOMSTER,4290,76507,2013,,Diesel,MPV,1.6L,Manual,5,5,Euro 5,
FORD FOCUS,7499,59300,2016,3,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
RENAULT CLIO,4995,93000,2004,5,Petrol,Hatchback,2.0L,Manual,3,5,Euro 3,
HYUNDAI I20,1850,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
NISSAN JUKE,11000,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,Full
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
BMW 3 SERIES,2590,115000,2010,,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,
SMART FORFOUR,6695,35814,2016,2,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
MERCEDES-BENZ A-CLASS,12995,49938,2016,2,Petrol,Hatchback,1.6L,Manual,5,5,Euro 6,
VAUXHALL ASTRA,4700,69000,2013,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
BMW 5 SERIES,6950,96000,2014,2,Diesel,Saloon,2.0L,Manual,4,5,Euro 6,Full
CITROEN C3 PICASSO,4250,49000,2011,2,Diesel,MPV,1.6L,Manual,5,5,Euro 5,
VAUXHALL CORSA HATCHBACK,6690,54956,2015,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,
MINI HATCH ONE,5995,85592,2016,,Diesel,Hatchback,1.5L,Manual,3,4,Euro 6,
RENAULT MEGANE,11795,22000,2019,1,Petrol,Hatchback,1.3L,Manual,5,5,Euro 6,
TOYOTA AYGO,1795,110000,2006,4,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
BMW 2 SERIES,17599,26607,2019,,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,
INFINITI FX,7999,88000,2011,,Diesel,SUV,3.0L,Automatic,5,5,Euro 5,Full
PEUGEOT 208,5500,78900,2016,3,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
PEUGEOT 308 CC,2800,96024,2011,4,Diesel,Convertible,2.0L,Manual,2,4,Euro 5,
VOLVO XC90,2995,174500,2006,3,Diesel,SUV,2.4L,Automatic,5,7,Euro 4,
LAND ROVER RANGE ROVER EVOQUE DIESEL HATCHBACK,14861,81933,2014,2,Diesel,SUV,2.2L,Automatic,5,5,Euro 5,
VOLKSWAGEN POLO,6495,79004,2015,1,Diesel,Hatchback,1.4L,Manual,5,5,Euro 6,
FORD ECOSPORT,9495,49482,2017,2,Petrol,SUV,1.0L,Manual,5,5,Euro 6,
MERCEDES-BENZ C CLASS,18450,44000,2017,3,Diesel,Coupe,2.1L,Automatic,2,4,Euro 6,Full
NISSAN QASHQAI,14990,45774,2020,,Petrol,SUV,1.3L,Automatic,5,5,Euro 6,
NISSAN JUKE,11000,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,Full
FORD FOCUS,7475,96765,2017,1,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
FIAT 500,6595,22000,2016,,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,Full
FORD FOCUS DIESEL HATCHBACK,13950,35843,2020,1,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
CITROEN C3 AIRCROSS DIESEL MPV,8490,94814,2017,2,Diesel,SUV,1.6L,Manual,5,5,Euro 6,
MERCEDES-BENZ E CLASS,10995,105000,2014,,Diesel,Convertible,3.0L,Automatic,2,4,Euro 6,
PEUGEOT 3008,3995,86897,2012,3,Diesel,SUV,2.0L,Manual,5,5,Euro 5,
FORD MONDEO,8490,142263,2018,3,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,Full
RENAULT CLIO,7799,29740,2015,3,Petrol,Hatchback,0.9L,Manual,5,5,Euro 5,Full
RENAULT CLIO,6495,74434,2017,2,Petrol,Hatchback,1.1L,Manual,5,5,Euro 6,
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
